,ingredients,frequency
5198,น้ำตาลหญ้าหวานหรือน้ำตาลทราย,1
5199,หรือน้ำตาลทราย,1
5200,งาขาวคั่วสำหรับโรย,1
5201,ต้นหอมซอยสำหรับโรย,1
5202,ข้าวสวยสำหรับทานคู่ไก่เทริยากิ,1
5203,นมคาเนชั่น,1
5204,เส้นเพนเน่ ต้มสุก,1
5205,ผงพริก,1
5206,ซีอิ้วขาวเข้มข้น,1
5207,พริกกระเหรี่ยงคั่ว สำหรับตกแต่ง,1
5208,ใบสาระแหน่ สำหรับตกแต่ง,1
5209,ใบมะกูดหั่นฝอย สำหรับตกแต่ง,1
5210,ตะใคร้หั่นฝอย  สำหรับตกแต่ง,1
5211,เนื้อหมูสไลด์บางๆ,1
5212,ซอสถั่วเหลืองญี่ปุ่น,1
5213,"ส่วนผสมการหมักเนื้อ,หมู+เห็ดหอม",1
5214,เนื้อ/ไก่/หมู,1
5215,คันจังหรือซีอื้วขาวหรือซอสปรุงรส,1
5216,น้ำมันงาเพิ่มความหอม,1
5217,ส่วนผสมอื่นๆ,1
5218,ซอสถั่วเหลือง+น้ำมันงา,1
5219,หัวหอมใหญ่ขนาดกลาง,1
5220,แครอทขนาดกลาง,1
5221,เกลือเล็กน้อย,1
5222,ส่วนผสมซอสสำหรับคลุกวุ้นเส้น,1
5223,ซีอิ๊วหรือคันจังหรือซอสถั่วเหลือง,1
5224,ส่วนผสมซอสสำหรับคลุกเคล้าส่วนผสมทั้งหมด,1
5225,คันจังหรือซอสถั่วเหลืองหรือซีอิ้วขาว,1
5226,เส้นจัน ท์,1
5227,เต้าหู้ขาว หั่น,1
5228,ไชโป๊วชนิดเค็มสับ,1
5229,กากหมู เจียว ไว้โรยแต่งหน้า,1
5230,ต้นหอมไทย หั่นท่อน,1
5231,ต้นหอมญี่ปุ่น หั่นเฉียง,1
5232,ถั่วงอกตามชอบ,1
5233,ถั่วลิสงคั่วเองบดตามชอบ,1
5234,พริกป่นตามชอบ,3
5235,มะนาวไว้ปรุงรสตามชอบ,1
5236,น้ำต้มสุกเล็กน้อย,1
5237,ส่วนผสมน้ำซอสผัดไทย,1
5238,แกงเขียวหวานผัดแห้ง,1
5239,ผักคะน้าตามชอบ,1
5240,ไข่ไก่สำหรับผัด,1
5241,ไข่ไก่สำหรับทอดไข่ดาว,1
5242,ซีอิ้วดำตามชอบ,1
5243,ลูกชิ้นปลารักบี้หั่นครึ่ง,1
5244,แครอท หั่นแท่งสั้น,1
5245,ข้าวโพดอ่อน ผ่าครึ่ง หั่นชิ้นพอ,1
5246,น้ำพริกเผาแบบเผ็ด,1
5247,ใบกระเพราหรือโหระพา,1
5248,ไส้กรอกอกไก่ชีส ของFarmfresh,1
5249,นมจืดโลวแฟต,1
5250,ซอสปรุงรสเล็กน้อย,1
5251,หนังหมู,1
5252,ข้าวสวยเย็นๆ,2
5253,มะเขือเทศหั่นพอคำ,1
5254,บร็อกโคลี่ต้มสุก,1
5255,ผักกาดแก้วหั่นชิ้น,1
5256,สลัดครีม,1
5257,มาม่า โอเรียนทอล,1
5258,ปลาแซ ลมอล,1
5259,ผักสำหรับ ย่างตามชอบ,1
5260,แป้งทอดกรอบ/แป้งสาลีอเนกประสงค์,1
5261,พริกขี้หนู/พริกจินดา,1
5262,แอปเปิ้ล,1
5263,น้ำผึง,1
5264,ช็อกโกแลต,1
5265,เนื้อปลากรายบดละเอียด,1
5266,ปลากะพงชิ้นขนาดฝ่ามือ,1
5267,ใบกะเพราสับเล็กน้อย,1
5268,แครอตต้มสุก หั่นชิ้นเล็กๆ,1
5269,ซอสปรุงรสแม็กกี้,1
5270,เตาถ่าน,1
5271,สลัดเพเน่,1
5272,เส้นโคราช,1
5273,ปวยเล้ง,1
5274,พริกป่น สำหรับโรยหน้า,1
5275,"ต้นหอม, หอมใหญ่, กระเทียม, พริก",1
5276,"น้ำมันหอย, ซีอิ้วขาว, น้ำตาล, น้ำปลา, ผงปรุงรสคนอร์",1
5277,กระดูกอ่อนหมู,1
5278,พริกไทยดำโขลก,1
5279,บาบีคิวซอส,1
5280,ยอดต้นอ่อนทานตะวัน,1
5281,เห็ดตามชอบ,1
5282,เกลอ,2
5283,น้ำตาลอ้อย,1
5284,มะม่วง,1
5285,หนังไก่ทอดกรอบ,1
5286,กากหมูเจียว,1
5287,หอมใหญ่สับหยาบ,1
5288,พริกตำหยาบ,1
5289,เนื้อปลาเซลมอน,1
5290,น้ำมันกราโนล่า,1
5291,ซัมยัง รสซอสพริกศรีรสชา,1
5292,มะม่วงแก้ว,1
5293,ปลาจิ้งจั้ง,1
5294,บะหมี่รสไก่เผ็ด นิชชิน,1
5295,ปลาแซลมอนไข่กุ้ง Sea life,1
5296,ผงปรุงพะโล้สำเร็จรูป,1
5297,น้ำมันพืชเล็กน้อย,1
5298,น้ำเปล่าเล็กน้อย,1
5299,กระดูก/ซีโครงหมู,1
5300,เส้นก๋วยเตี๋ยวตราโลมา,1
5301,ฝัก,1
5302,ผักบุ้งเล็ก,1
5303,ซีิอิ้วดำ ปริมาณแล้วแต่ยี่ห้อ สีเข้มอ่อนไม่เท่ากันค่ะ,1
5304,กุ้งสดตามชอบ,1
5305,ขิงหั่นแว่นบางๆ,1
5306,เนื้อหมูติดมัน,1
5307,รากผักชี กระเทียม พริกไทย ตำรวมกัน,1
5308,ผักดอง,1
5309,ผักลวก,1
5310,น้ำสตอกหมู,1
5311,ไก่ส่วนสะโพก,1
5312,ดอกกะหล่ำหั้นชิ้นเล็กตามชอบ,1
5313,เกลือทะเล,1
5314,พริกไทยดำป่นเล็กน้อย,1
5315,ต้นหอมผักชีซอยตามชอบ,1
5316,พริกไทยขาวป่นตามชอบ,1
5317,ไก่เลือกส่วนเศษไก่,1
5318,กุ้ง ใส่ตามชอบ,1
5319,พริกขี้หนู ใส่ตามชอบ,1
5320,นมสดตราหมี,1
5321,คนอร์สูตรสำเร็จลาบ,1
5322,Old El Pasa Stand N Stuff Taco Kit,1
5323,หมูสันนอกสับละเอียด,1
5324,กรีนโอ็ค,1
5325,Emmental Cheese,1
5326,ผัก3สีแช่แข็ง,1
5327,น้ำเปล่าหรือน้ำสต๊อก,1
5328,grounded beef,1
5329,herbs,1
5330,pasta,2
5331,fresh tomatoes,1
5332,dried chili,1
5333,salt and pepper,1
5334,พริกยักษ์,1
5335,ซอสพิซซ่าสำเร็จ,1
5336,อาริกาโน่,1
5337,ซีอิ๊วขาสเห็ดหอม,1
5338,น้ำมันพืช/มะพร้าว,1
5339,น้ำเปล่าสำหรับลวกเส้นและเติมเล็กน้อย,1
5340,บะหมี่แห้ง,1
5341,ผงรากผักชี,1
5342,น้ำซุปกระหมูหมู,1
5343,พริกน้ำปลามะนาว,1
5344,ผงมาม่ารสต้มยำกุ้ง,1
5345,butterfish,1
5346,all purpose flour,1
5347,ฟักทองปอกเปลือก,1
5348,เนื้อวากิว ส่วน sirloin,1
5349,สาหร่ายฝอย,1
5350,กุ้งสับละเอียด,1
5351,เต้าหู้เหลืองหั่นชิ้นเล็ก,1
5352,น้ำมะขามเปียกข้น,1
5353,กะทิ + น้ำเปล่า,1
5354,แกงกระหรี่ญี่ปุ่น,1
5355,ไข่ต้มหรือลวก,1
5356,น้ำมะนาว หรือน้ำส้มสายชู,1
5357,ปลาแซลมอน หั่นเต๋าเล็กๆ,1
5358,แครอทหั่น คะน้าซอยเล็กๆ ปริมาณตามชอบ,1
5359,กระเทียมสับ หอมใหญ่สับ อย่างละเล็กน้อย,1
5360,ตีนไก่5-8ตีน30บาท,1
5361,ต้นหอม/ผักชี/ใบมะกรูดซื้อตามตลาดนัดแบบ3อย่าง10บาท,1
5362,พริกป่น /น้ำตาล/น้ำส้ม เอาแบบที่เป็นซองที่แถมมากับก๋วยเตี่ยวที่เหลือๆ ไม่เสียเงิน,1
5363,ผงปรุงรสตามชอบ,1
5364,น้ำปลากวน,1
5365,น้ำจิ้มซีฟู๊ด,1
5366,ผักชี กระเทียมหั่น พริกซอย,1
5367,สปาเก็ตตี้ no3,1
5368,ไก่ทอดกรอบ,1
5369,มาม่าเกาหลีซัมยังห่อเขียว,1
5370,ไก่ยอ,1
5371,ฝักแม้ว,1
5372,น้ำเปล่าสำหรับลวกเส้น,1
5373,สาหร่ายแผ่นรสวาซาบิ,1
5374,ซีอิ๊วขาว โลว์โซเดียม,1
5375,มะนาวหั่นเป็นชิ้นเล็กๆ,1
5376,สารให้ความหวานแทนน้ำตาล,1
